,RID,start,end,Distance,Time
675,67668,"52.3964796030224, 9.7722315788269","52.3691132030991, 9.78122234344483",4328,992
676,67695,"49.5110094625672, 8.72710132258362","49.539126930869, 8.68097376882361",7157,1237
677,67712,"48.1469542636368, 11.5529233217239","48.1518862464771, 11.5940952301025",4257,855
678,67713,"47.996167275885, 7.83634185791016","47.9568774493961, 7.85007476806641",6506,2327
679,67721,"49.4433724495379, 7.76613235473633","49.4471274225995, 7.72411823272705",3664,787
680,67745,"50.202538681042, 8.59143733978272","50.2145489351784, 8.53405952453613",5001,1355
681,67749,"48.6438267482276, 10.5379486083984","48.7566485149209, 10.5513381958008",14588,3256
682,67755,"50.8154099239221, 6.82261074660346","50.8167433100682, 6.86037624953315",4090,779
683,67760,"48.813009569576, 8.30600738525391","48.7708836623001, 8.26858520507813",8986,3014
684,67770,"52.5078924735631, 7.13274478912354","52.5687551641115, 7.11793899536133",7335,1434
685,67771,"50.7471280453859, 7.28187561035156","50.7482311812204, 7.29114532470703",1493,324
686,67786,"49.1232685717624, 8.52256250407663","49.1407976919174, 8.51452445669566",2751,536
687,67798,"53.0546172577371, 8.73622298240662","53.0688708291869, 8.7326717376709",2089,445
688,67810,"51.4549696256514, 6.63711547851563","51.4568983385119, 6.64484024047852",1620,389
689,67857,"48.1570363736323, 12.8308930189814","48.1357493074033, 12.8123535902705",3233,997
690,67884,"50.516919485758, 10.8544921875","50.7670415851565, 11.590576171875",80984,16958
691,67897,"53.5033409680347, 8.6967945098877","53.5029564957827, 8.69782447814942",80,14
692,67902,"51.0241752908272, 11.5116119384766","51.0116823997298, 11.5212249755859",1819,489
693,67905,"53.6918341254555, 10.0297451019287","53.6969708810251, 10.0200462341309",1019,218
694,67910,"51.9709492335953, 11.6558074951172","51.9616584541434, 11.6118621826172",3493,729
695,67913,"48.0962177806763, 11.5224266052246","48.0956349763815, 11.5222549438477",97,18
696,67916,"48.0864907629057, 11.599348069285","48.1635204296831, 11.4565448462963",17246,3388
697,67921,"52.3690738615249, 9.72479793137609","52.3541571834482, 9.74595178078744",2769,561
698,67925,"51.6255692281775, 7.49003219709266","51.6560140911207, 7.53014087938937",7167,1481
699,67926,"52.9140780505118, 12.7908325195313","52.9644704726018, 12.8079986572266",7341,1395
700,67928,"49.0098045168217, 12.3729164596443","49.0269129279082, 12.3334751097718",4044,1044
701,67930,"48.1377041478318, 11.3635540008545","48.0639013177846, 11.1816787719727",18935,3862
702,67955,"51.7394610736738, 8.37600231170654","51.8001429323718, 8.43887329101563",11075,2060
703,67962,"52.0162228735266, 12.9921698570251","52.0439919811322, 13.02978515625",5069,869
704,67966,"52.6249618143553, 7.23346710205078","52.5876214876666, 7.29114532470703",8540,1613
705,67975,"51.4278052314925, 6.84242248535156","51.4287768611657, 6.81615829467774",2391,645
706,67981,"52.0896260215423, 11.6626739501953","52.152042441229, 11.7038726806641",12255,2272
707,67984,"53.6051366823406, 10.0508165359497","53.596681894812, 10.0246381759644",2415,521
708,68006,"51.6611761660703, 6.96533203125","51.7636169463381, 6.8719482421875",17590,3244
709,68007,"48.0898046524975, 11.8842887878418","48.1042308171981, 11.8783082265873",2278,346
710,68010,"49.2870747036563, 6.73032760620117","49.2769442398777, 6.77736282348633",8293,1565
711,68022,"50.8805643695415, 6.87744140625","50.8116194758949, 6.81873321533203",11102,2230
712,68051,"52.5131809492644, 13.4036503669631","52.5095696580096, 13.3839611362782",1914,407
713,68052,"50.0972524335866, 8.85498046875","50.1138142228725, 8.87502193450928",3435,696
714,68057,"48.1645120843445, 11.5836882591248","48.2178949087377, 11.616153717041",8104,1521
715,68059,"52.3748236812843, 7.59917450370267","52.3946260829901, 7.61125946883112",2804,614
716,68062,"53.737568801051, 14.0892791748047","53.7625263207338, 13.9533233642578",10940,2023
717,68066,"50.4853645496148, 12.146909236908","50.4730094841577, 11.9929504394531",14311,3210
718,68069,"51.7183473690886, 11.8928718566895","51.6999886963621, 11.8862843513489",2106,376
719,68083,"52.5033370372834, 13.1845378875732","52.4989080572841, 13.1685733795166",1754,316
720,68084,"52.5659298140144, 13.5051155090332","52.5734500923454, 13.4889793395996",2078,352
721,68087,"51.4789306883373, 6.90911293029785","51.4903140483083, 6.90297603607178",2012,373
722,68088,"49.302320545066, 10.5746841430664","49.2405112846555, 10.8599853515625",25275,4922
723,68094,"50.7312257453479, 7.07659649888228","50.7245263703971, 7.09264039993286",2404,541
724,68103,"51.5892556946958, 13.8196930708364","51.590414768662, 13.8464722456411",1896,317
725,68104,"49.3089168002346, 8.42711448669434","49.321284252989, 8.36874961853028",6141,1275
726,68149,"51.4712795171515, 11.9807468651561","51.4338791294817, 12.0329293012537",6950,1253
727,68151,"52.4441362830221, 13.4592604637146","52.4337308817082, 13.4499049186707",2217,427
728,68155,"50.9859714533931, 11.0188686847687","50.9929226125812, 11.0173988342285",1049,222
729,68171,"49.9035510899466, 10.9218263626099","49.8967494737561, 10.9177279472351",1380,290
730,68191,"50.9498832472512, 6.95291876792908","50.9194482558377, 6.97606086730957",6325,1347
731,68196,"51.57185520841, 6.98696136474609","51.5652297476081, 6.97940826416016",1690,344
732,68203,"52.3760707573598, 11.986083984375","52.3899342892245, 11.9599914550781",6244,1157
733,68205,"51.0379153827644, 13.7003695964813","51.0650958965462, 13.6911857128143",3694,808
734,68225,"51.5677873499168, 10.2461242675781","51.581556581708, 10.290412902832",3942,738
735,68232,"51.8700391794472, 10.2864646911621","51.8982746556439, 10.2923011779785",4545,1388
736,68237,"51.398748811833, 7.80029296875","51.9525037814136, 8.44573974609375",99106,18913
737,68252,"51.5844750340752, 10.6179535388947","51.5797213696362, 10.6419968605042",2319,409
738,68259,"51.4253496981039, 6.85246467590332","51.4277097959312, 6.87014579772949",1724,358
739,68267,"51.5748425185613, 12.2655487060547","51.6063123646115, 12.3644256591797",11773,2135
740,68277,"50.8698276813152, 12.958205938121","50.8452590016754, 12.9631948462338",3323,824
741,68283,"48.6988027298887, 12.6077830069698","48.6986543376529, 12.607096361462",67,12
742,68312,"53.5697157611646, 9.99716699123383","53.5595845669388, 9.98736083507538",1846,544
743,68334,"53.1169555821386, 8.18867683410645","53.1250441551806, 8.11614990234375",6042,1183
744,68340,"51.4485885818308, 11.9589786540018","51.4097134268525, 11.9428596517537",5963,1147
745,68348,"51.454862323859, 13.8757018449542","51.5118817016006, 14.0249762521125",15366,2824
746,68378,"50.344947760416, 7.58884906768799","50.3166973443953, 7.57352828979492",4704,1868
747,68384,"48.1159884404743, 11.5760248314109","48.1153400111771, 11.5617350184402",1924,373
748,68385,"51.5352046822906, 14.6616153832292","51.5418939056686, 14.7158775350545",4577,885
749,68395,"50.0931691599816, 8.2318925857544","50.0998073427596, 8.23020815849304",1566,822
750,68409,"48.2006547381291, 11.6131496429443","50.533926911966, 10.3982072324195",336761,64213
751,68425,"51.815427706161, 9.45401430130005","51.8193879826728, 9.43442344665528",3157,593
752,68429,"51.3718816774716, 12.3342132568359","51.3649248375765, 12.3003959655762",3710,711
753,68435,"50.1072499154216, 8.63562941551209","50.0706156408791, 8.6858081817627",7588,1579
754,68445,"49.5915984976966, 10.9602660010569","49.6031316202198, 10.9537428687327",1803,343
755,68446,"52.5570498891428, 13.5740804672241","52.5358345795843, 13.5781574249268",3520,707
756,68449,"54.6071464826941, 8.98200988769531","54.5649893119424, 8.93051147460938",8050,1520
757,68462,"49.4572398771314, 11.0761821269989","49.4574440814571, 11.0495638847351",2382,412
758,68467,"53.0667831923278, 10.3598921405501","53.4673915215388, 9.86393094062805",70373,12795
759,68477,"52.5471925797302, 13.5642528533936","52.5551210482714, 13.5894012451172",3173,584
760,68490,"52.4017000314427, 9.77687895385316","52.3904026612491, 9.77126598358154",1930,475
761,68495,"51.5149584147623, 11.8809413909912","51.4863252201425, 11.8970775604248",4382,834
762,68523,"50.6100832220904, 9.04146194108762","50.6133602468012, 9.0404319728259",563,218
763,68525,"48.1012910239641, 11.626302273944","48.0615806611572, 11.5768164396286",6693,1295
764,68535,"49.0023356749938, 13.0780220031738","49.0179453776302, 13.0862617492676",16229,3872
765,68547,"50.7273382395581, 7.07366466565873","50.7280219096793, 7.05812931104447",1245,259
766,68559,"48.6961236121479, 8.13520431518555","48.6970413757275, 8.13177108764649",298,51
767,68561,"48.827131508782, 9.26274597644806","48.8222296651917, 9.24975872039795",1462,327
768,68591,"50.8939384704806, 7.65086174011231","50.9038988680641, 7.64562606811524",1546,426
769,68614,"51.9489478560982, 7.97743678092957","51.9435456494758, 7.94363021850586",3442,651
770,68616,"53.8403739790328, 10.6968212127686","53.8279138805761, 10.7507228851318",5357,978
771,68624,"50.0458022757752, 10.2463130961405","50.048343162787, 10.2379016886698",1979,475
772,68629,"48.3969495026133, 9.99019431910711","48.3995766124039, 9.99637412867742",782,161
773,68636,"50.0004154829174, 8.2678771018982","49.9964777479997, 8.26910018920899",741,192
774,68639,"52.6522285956196, 13.5442543029785","52.655560904462, 13.5080337524414",2805,572
775,68642,"50.0161642748762, 8.67948531929869","50.030853236912, 8.681459427753",2536,544
776,68650,"50.8766515838018, 12.0902824401855","50.8681389012177, 11.9951820373535",9673,2429
777,68654,"52.1188040647928, 11.6231231437996","52.115181540587, 11.6467609332176",2400,471
778,68658,"52.5438733303605, 13.4231472015381","52.5488558061423, 13.4227180480957",1200,279
779,68675,"52.3915637520662, 9.74139976431616","52.3765545592068, 9.73748159391107",2042,449
780,68679,"51.9751915257224, 9.51175689697266","51.9771054493103, 9.52823638916016",4310,1983
781,68684,"48.1114168615541, 11.6791749000549","48.102687426598, 11.6867923736572",1425,256
782,68689,"53.2324204012109, 8.78075408516452","53.2245489150395, 8.91808318672702",12603,2379
783,68713,"47.4991117605838, 11.1013412475586","47.5436271617368, 11.1137008666992",5639,942
784,68718,"50.6220509731146, 7.10506439208984","50.6714520592326, 7.09682464599609",8108,1534
785,68733,"50.9780331782143, 10.3201103210449","50.9298147971242, 10.2749633789063",8229,2492
786,68741,"48.0102601658618, 11.5949706360698","48.1735746621405, 11.5702085492376",21247,4147
787,68766,"49.4924785084593, 10.9291648864746","49.5045006920969, 10.9181785583496",2116,420
788,68785,"49.9900278243995, 8.65780162785086","49.9808344878843, 8.66227340593469",1603,269
789,68793,"50.9654890612898, 6.96379780769348","50.9621448051716, 6.97038531303406",1145,303
790,68795,"49.1222383008101, 8.34445953369141","49.1288511380862, 8.35424423217774",1716,379
791,68806,"48.8936294690224, 10.0991821289063","48.8841350747579, 10.0894832611084",1447,451
792,68808,"51.1058427115504, 7.3657751083374","51.1420959076088, 7.37551689147949",5909,1277
793,68809,"48.0819887659, 7.82072067260742","48.0989043303199, 7.81814575195313",2621,485
794,68812,"47.8161939592059, 8.96638870239258","47.8098559844063, 8.96101355552674",1588,721
795,68846,"51.955083345264, 7.53353118896484","51.9569677133555, 7.53387451171875",481,137
796,68847,"47.8106183113943, 11.1334419250488","47.8113100162601, 11.114559173584",3746,790
797,68849,"53.3786182186437, 7.196044921875","53.3729962363178, 7.19012260437012",1258,315
798,68854,"48.0964403911711, 8.50770950317383","48.0915962430055, 8.4895133972168",1690,601
799,68872,"53.6252019616882, 10.0230288505554","53.6275158707768, 10.0277924537659",1307,277
800,68895,"52.2058551506207, 8.79611778364051","52.200974981585, 8.79677009477746",1363,275
801,68902,"52.5172948535672, 13.479682803154","52.5189489856016, 13.475546836853",597,106
802,68905,"49.7551793715108, 11.5500640869141","49.811950464986, 11.5933227539063",10613,2262
803,68914,"51.1574673542723, 13.5886931419373","51.1647527432688, 13.59459400177",1584,540
804,68919,"50.5730297113788, 9.5720100402832","50.5823864278135, 9.57887649536133",1619,359
805,68923,"49.2498791800042, 9.98290970921517","49.4754532117725, 8.41794490726898",160544,31559
806,68938,"53.5824671311019, 10.0435028225184","53.6204326465659, 10.0547122140415",6428,1315
807,68946,"51.3334136783904, 6.56227111816406","51.5326686067416, 11.689453125",444962,84716
808,68948,"51.5370811761173, 6.93198680877686","51.5738903360687, 6.85100555419922",9564,1933
809,68953,"53.7139806670405, 10.1281929016113","53.7204820549214, 10.1491355895996",1963,380
810,68956,"50.3974735385413, 11.0170018672943","50.3952131349993, 10.982551574707",3162,702
811,68961,"53.5472481527706, 9.98127222061157","53.5931659132998, 10.022956430912",9122,1956
812,68968,"51.2973593096406, 6.84958934783936","51.2831914296845, 6.81697368621826",3320,591
813,68969,"51.3168366945941, 12.3724508285522","51.3109845103325, 12.3589754104614",1998,406
814,68972,"51.4860437292739, 14.3530426220968","51.4653014919691, 14.3247299152426",4411,821
815,68976,"50.6534033675642, 8.031005859375","50.2081771199327, 8.0912873324233",60108,12547
816,68979,"49.6556439123227, 9.85746574297082","49.6312836471787, 9.80304908647668",6141,1574
817,68990,"49.4434775525909, 7.89908409118652","49.4129870296459, 7.7962589263916",10583,2651
818,68993,"51.4829597229932, 7.16447639570106","51.4820243237879, 7.16293144330848",153,29
819,68995,"48.2587699798053, 11.4364242553711","48.2678906620931, 11.4480972290039",1463,293
820,69006,"54.307015928511, 10.1241588592529","54.5822599928147, 10.0250244140625",55705,10466
821,69017,"49.2692677016462, 8.70177268981934","49.261869243145, 8.71044158935547",1233,242
822,69039,"50.5727716904202, 11.25","53.8294842597236, 12.579345703125",486437,89368
823,69047,"48.1372503313953, 11.5117245912552","48.1288650777676, 11.523636818456",2013,485
824,69055,"48.1526134776954, 11.7251758585917","48.1561993751136, 11.7368488322245",1687,313
825,69061,"52.244493129082, 11.8168044090271","52.2623161536328, 11.773567199707",4103,705
826,69062,"48.0487099428869, 11.40380859375","47.788034586366, 11.3096033462893",35971,6883
827,69073,"49.4551851463402, 11.0772228240967","49.456416077295, 11.0780811309814",186,68
828,69078,"52.2530274427686, 10.5180358886719","51.7423368768911, 10.6103897094727",67980,16039
829,69086,"52.6496718092795, 13.197460770607","52.6157414342576, 13.2076907157898",4543,888
830,69087,"51.300596275226, 11.2180709838867","51.2946877898078, 11.2915420532227",6242,1645
831,69124,"48.1482497605876, 11.5580506327387","48.1471971161807, 11.5866751673457",3560,788
832,69131,"51.5831072733329, 14.1600723308511","51.559196971029, 14.1326751792803",4702,796
833,69136,"53.1632153991455, 8.23719406093005","53.0387944241933, 8.28755378723145",17464,3369
834,69149,"51.3494038944755, 12.3814260656945","51.271007529733, 12.3382502642926",11776,2686
835,69153,"48.177201543448, 11.7560234048869","48.1859576591266, 11.7549934366252",1164,215
836,69163,"51.265579512796, 12.314719195184","-6.07478345971915, -9.05960083007813",-1,-1
837,69184,"48.4924203061126, 8.00245408509","48.6050893419796, 8.20115356349561",36109,11803
838,69197,"49.8481208745344, 9.15839195251465","49.7013783891152, 9.25400733947754",21470,3970
839,69204,"54.0992848965329, 10.8136367797852","54.0914704884253, 10.8568954467773",3580,695
840,69216,"47.7433367775532, 8.97339248447679","47.7595527598515, 8.97727203264367",2265,593
841,69217,"53.5560173570374, 10.0355386734009","53.5302278240761, 10.0361824035645",4081,801
842,69229,"50.1016327679274, 8.7445385454339","50.1020542751126, 8.74541759490967",72,38
843,69234,"50.0948366493621, 8.65971565246582","51.1998843253514, 10.2195609536203",218596,45508
844,69248,"50.9386091121969, 7.00611233711243","50.9206349965913, 6.975417137146",4406,1255
845,69250,"51.4995629831793, 11.954197883606","51.493313755978, 11.9523096084595",1112,203
846,69255,"48.702213536478, 12.0298233692301","48.6909060492964, 12.0211193704745",1999,600
847,69258,"52.3712595245987, 9.72774982452393","52.3524977859709, 9.73195552825928",2992,601
848,69270,"51.8258444994252, 6.93031311035156","51.8550997984296, 6.90559387207031",5309,953
849,69275,"51.2795455374588, 12.3662055726891","51.2836399178226, 12.3420099021314",2078,418
850,69278,"50.1887971339462, 12.117919921875","50.1931713537793, 12.1079635620117",962,274
851,69286,"49.9198408349893, 10.931396484375","49.918647488352, 10.9418678283691",1025,192
852,69308,"51.7427186435485, 8.50728034973145","51.7421836383144, 8.50200176239014",1520,325
853,69325,"52.5255757694989, 13.1987857818604","52.57929196774, 13.1712341308594",7647,1474
854,69350,"53.1348445538521, 8.74099731445313","53.1265963438879, 8.75438690185547",1794,313
855,69361,"49.4556794984214, 11.0680550340112","49.5111738674134, 11.0618247964885",8623,1706
856,69382,"48.8561599178333, 8.2064437866211","48.8506973448615, 8.20121884346008",1291,245
857,69389,"50.3596520421612, 9.5151047932246","53.8450835384912, 12.9343414097093",605560,114404
858,69399,"48.1701068493773, 11.4208030700684","47.9965415669111, 11.3612365722656",27863,5458
859,69402,"51.3074339408128, 12.37384557724","51.2991616283242, 12.3609209078131",2182,440
860,69427,"50.0015208183217, 8.86252284049988","50.0049339655362, 8.84638130664826",1382,275
861,69435,"51.1135586837507, 13.7894725799561","51.1097089167597, 13.8165767211467",2556,804
862,69436,"50.9127748180176, 13.3386039733887","50.8926391311106, 13.3101081848145",4123,931
863,69468,"51.9700118700689, 8.45296561717987","51.9577571410301, 8.46820592880249",1807,413
864,69469,"49.2888995965391, 11.5279197692871","49.3206688461884, 11.4966773986816",5633,1365
865,69472,"51.0589082090145, 13.7566337606404","51.0640678941315, 13.7792930623982",1840,318
866,69478,"49.9753549000094, 9.18723106384278","49.9751384152398, 9.1915225982666",533,170
867,69488,"47.9629373955991, 12.5912761688232","47.8815392268853, 12.4543762207031",17778,3200
868,69491,"51.3657516060273, 12.4374305296806","51.3883167459312, 12.4496184874442",4232,829
869,69493,"51.7065020866562, 9.9955673259683","51.701443585117, 9.99144745292142",807,182
870,69502,"51.0853523825866, 10.667724609375","50.6142325697087, 6.93288803100586",364960,74109
871,69504,"49.4521408132216, 11.0640335013159","49.4626144333866, 11.0461664191098",2113,430
872,69519,"48.3454218312553, 10.0354013437754","48.3590151149977, 10.0499925608165",2607,526
873,69525,"51.6687491636565, 6.27456665039062","51.6664137226448, 6.30201101303101",2644,532
874,69562,"51.3609959204225, 12.3741352558136","51.3696906674109, 12.3823857307434",1430,275
875,69570,"48.4196031758543, 9.79858224978671","47.9393637038998, 9.30524826049805",82533,16136
876,69620,"53.5993662191577, 9.87140464887489","53.5822335277431, 9.89796066074632",3428,779
877,69628,"52.1357803252072, 11.6205418109894","52.0839174500094, 11.688723564148",8808,1653
878,69659,"53.511645355604, 10.2037239074707","53.5127427019321, 10.2044105529785",145,99
879,69661,"52.5623306119704, 13.2060384750366","52.5657737052625, 13.2072401046753",692,120
880,69726,"53.5495957487708, 9.94614601135254","53.5446968246365, 9.92477416992188",2528,596
881,69741,"49.0362959563339, 12.1288204193115","49.0586376235188, 12.1645259857178",4605,1058
882,69744,"53.5041988126044, 10.2090597117785","53.5007358504056, 10.2122640504967",1045,316
883,69769,"54.0545882642978, 13.7763404846191","54.1559625572193, 13.8178396224976",14771,2701
884,69776,"51.9456122602284, 7.16789245605469","51.9225918854334, 7.11708068847656",5383,1046
885,69780,"52.4800481162307, 13.4262085240334","52.4756220105456, 13.4917259373469",5791,1168
886,69784,"48.2967347256205, 10.9001541137695","48.2852561684205, 10.9039306640625",2206,411
887,69795,"48.8959853727325, 10.0803852081299","48.8994837554199, 10.076265335083",635,262
888,69806,"54.1109328790162, 11.9311866781209","54.1389893533606, 11.8834648153279",6488,1413
889,69811,"52.4433599169139, 13.3761978149414","52.4667266512631, 13.260498046875",10154,2243
890,69870,"50.1037344252424, 8.75134453293868","50.1191271889844, 8.72120857093251",4480,1026
891,69878,"49.8124701694736, 9.96091425418854","49.8073605589668, 9.94478344917298",2741,841
892,69882,"51.3249332933424, 12.2816848754883","51.3270210632966, 12.2932076454163",1084,184
893,69885,"52.0873005983995, 8.53802919387818","52.0814976365339, 8.53047609329224",2522,536
894,69907,"51.3469567702801, 12.3944727144044","51.3389099548107, 12.4239406095876",2947,617
895,69913,"54.1473372698657, 12.0614916086197","54.1483789388058, 12.0535797272169",1416,273
896,69915,"51.1877493923289, 6.6877555847168","51.1644951911975, 6.60861968994141",6834,1367
897,69916,"51.1440596865209, 12.6421737670898","51.1291752897452, 12.7262878417969",8325,1749
898,69918,"51.5220671782542, 6.93992614746094","51.6321261816663, 6.85409545898438",19448,3647
899,69919,"53.1686735365187, 8.19020032882691","53.1477286771391, 8.19715261459351",3349,645
900,69947,"52.5027464306704, 13.2874059677124","52.4735799945196, 13.2618713378906",5862,1265
